Super Carenar MC 135 mm f/ 2.8 ,135,135,2.8,2.8,22,22,1.8
Tokina Tele-Auto 200 mm f/ 3.5 ,200,200,3.5,3.5,22,22,2.3
Tokina AT-X 50-250 mm f/ 4-5.6 ,50, 250,4.0, 5.6,22,22,1.8
Minolta AF 80-200mm f/2.8 APO ,80, 200,2.8,2.8,32,32,1.8
Minolta AF 80-200 mm f/ 2.8 HS APO G ,80, 200,2.8,2.8,32,32,1.8
Minolta AF 80-200mm xi f/4.5-5.6 ,80, 200,4.5, 5.6,22,22,1.5
Vivitar MC Macro 55 mm f/ 2.8 (Komine) ,55,55,2.8,2.8,16,16,0.215
Olympus OM-System Zuiko MC Auto-W 24 mm f/ 2.8 ,24,24,2.8,2.8,16,16,0.25
Nikon Nikkor 28 mm f/ 2.8 Ai ,28,28,2.8,2.8,22,22,0.3
Nikon Nikkor-C 80-200 mm f/ 4.5 ,80, 200,4.5,4.5,32,32,1.8
Sears MC 50 mm f/ 1.4 ,50,50,1.4,1.4,16,16,0.45
Vivitar 28 mm f/ 2.5 (Kino. Kiron) ,28,28,2.5,2.5,22,22,0.3
Soligor 300 mm f/ 5.5 ,300,300,5.6,5.6,22,22,6
Minolta MD celtic 135 mm f/ 3.5 ,135,135,3.5,3.5,22,22,1.5
Sears MC 135 mm f/ 2.8 mod. no. 202.737370 ,135,135,2.8,2.8,22,22,1.5
Minolta AF 85mm f/1.4 G D Limited Edition ,85,85,1.4,1.4,22,22,0.85
Mamiya-Sekor Zoom E 35-70 mm f/ 3.5-4.5 ,35, 70,3.5, 4.5,22,22,0.5
Carl Zeiss Distagon T* 35 mm f/ 2.8 C/Y ,35,35,2.8,2.8,22,22,0.4
Carl Zeiss Sonnar T* 85 mm f/ 2.8 C/Y ,85,85,2.8,2.8,22,22,1
Yashica ML 200 mm f/ 4 ,200,200,22,22,22,22,2.5
Chinon Auto MC 28 mm f/ 2.8 ,28,28,2.8,2.8,22,22,0.25
Sigma AF 18-50 mm f/ 2.8 EX DC Macro ,18, 50,2.8,2.8,22,22,0.28
Minolta AF 85mm f/1.4 G RS ,85,85,1.4,1.4,22,22,0.85
Minolta AF 85 mm f/ 1.4 ,85,85,1.4,1.4,22,22,0.85
Minolta AF 85 mm f/ 1.4 G D ,85,85,1.4,1.4,22,22,0.85
Minolta AF 100 mm f/ 2 ,100,100,2.0,2.0,32,32,1
Minolta AF 100 mm f/ 2.8 Soft ,100,100,2.8,2.8,32,32,0.8
Minolta AF 100 mm f/ 2.8 Macro D ,100,100,2.8,2.8,32,32,0.35
Minolta AF 100 mm f/ 2.8 Macro RS ,100,100,2.8,2.8,32,32,0.35
Minolta AF 100 mm f/ 2.8 Macro ,100,100,2.8,2.8,32,32,0.35
Minolta AF 100-300 mm f/ 4.5-5.6 D APO ,100, 300,4.5, 5.6,32,32,1.5
Minolta AF 100-300 mm f/ 4.5-5.6 APO ,100, 300,4.5, 5.6,32,32,1.5
Minolta AF 100-300 mm xi f/ 4.5-5.6 ,100, 300,4.5, 5.6,32,32,1.5
Minolta AF 100-400 mm f/ 4.5-6.7 APO ,100, 400,4.5, 6.7,32,32,2
Minolta AF 135 mm f/ 2.8 ,135,135,2.8,2.8,32,32,1
Minolta MF 135 mm f/ 2.8 T4.5 STF ,135,135,2.8,2.8,32,32,0.87
Minolta AF 200 mm f/ 2.8 APO ,200,200,2.8,2.8,32,32,1.5
Minolta AF 200 mm f/ 2.8 G APO HS ,200,200,2.8,2.8,32,32,1.5
Minolta AF 200 mm f/ 4 Macro APO G ,200,200,4.0,4.0,32,32,0.5
Nikon Noct Nikkor 58 mm f/ 1.2 Ai-s ,58,58,1.2,1.2,16,16,0.5
Cosinon Auto 135 mm f/ 2.8 (1) ,135,135,2.8,2.8,22,22,1.3
Sigma APO 150-500 mm f/ 5-6.3 DG OS HSM ,150, 500,5, 6.3,22,22,2.2
Sigma UC Zoom 70-210 mm f/ 4-5.6 MF ,70, 210,4.0, 5.6,22,22,1.2
Craig Optics MC 28-70mm f3.9-4.8 ,28, 70,3.9, 4.8,22,22,0.34
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,14, 85,1.6,1.6,64,64,
Canon FL 135 mm f/ 2.5 ,135,135,2.5,2.5,16,16,1.5
Olympus OM Zuiko 35-105 mm f/ 3.5-4.5 ,35, 105,3.5, 4.5,22,22,0.31
Tamron 35-135 mm f/ 3.5-4.2 Adaptall-2 model 22A ,35, 135,3.5, 4.2,32,32,0.8
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,28, 200,3.5, 5.6,3.5,3.5,0.48
Nikon AF Nikkor 80-400 mm f/ 4.5-5.6 D ED VR ,80, 400,4.5, 5.6,32,32,2.3
Tamron 80-210 mm f/ 3.8-4 Adaptall-2 model 103A ,80, 210,3.8, 4.0,32,32,0.9
Canon EF-S 55-250 mm f/ 4-5.6 IS II ,55, 250,4.0, 5.6,22,22,1.1
Arsat H 20 mm f/ 2.8 МС ,20,20,2.8,2.8,22,22,0.25
Leica DG Summilux 25 mm f/ 1.4 ASP ,25,25,1.4,1.4,16,16,0.3
SMC Pentax DA* 300 mm f/ 4 ED [IF] SDM ,300,300,4.0,4.0,32,32,1.4
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,28, 300,3.5, 6.3,22,22,0.5
Canon EF 28-90 mm f/4-5.6 II ,28, 90,5.6,5.6,22,22,
Tokina 400 mm f/6.3 ,400,400,6.3,6.3,6.3,6.3,
Seimar 85-205 mm f/ 3.8 ,85, 205,3.8,3.8,22,22,2
Beroflex Auto Zoom 90-190 mm f/ 5.8 ,90, 190,5.8,5.8,16,16,
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,28,28,2.8,2.8,16,16,0.3
Seimar Auto 28 mm f/ 2.8 ,28,28,2.8,2.8,22,22,0.3
Sigma AF 70-210 mm f/ 4-5.6 IA-ZOOM ,70, 210,4.5, 5.6,22,22,1.2
Tokina AT-X 17-35 mm f/ 4 PRO FX ,17, 35,4.0,4.0,22,22,0.28
Minolta MD Rokkor-X 50 mm f/ 1.4 ,50,50,1.4,1.4,16,16,0.45
Samyang 650-1300 mm f/ 8.0-16.0 ,650, 1300,8.0, 16,16,16,5
Vivitar Wide Angle 35 mm f/ 3.5 ,35,35,3.5,3.5,22,22,0.9
Auto Rikenon 135 mm f / 2.8 ,135,135,2.8,2.8,22,22,1.5
SMC Pentax-M 100 mm f/ 4 Macro ,100,100,4.0,4.0,32,32,0.45
SMC Pentax-A 100 mm f/ 4 Macro ,100,100,4.0,4.0,32,32,0.45
SMC Pentax-A 35-80 mm f/ 4-5.6 ,35, 80,4.0, 5.6,22,22,0.4
MC Volna-1 50 mm f/ 1.8 ,50,50,1.8,1.8,22,22,0.45
MC Volna-4 50 mm f/ 1.4 ,50,50,1.4,1.4,22,22,0.45
MC Volna-8 50 mm f/ 1.2 ,50,50,1.2,1.2,16,16,0.5
Mir-3 65 mm f/ 3.5 ,65,65,3.5,3.5,22,22,0.4
Voigtländer Nokton 35 mm f/ 1.2 Asp VM II ,35,35,1.2,1.2,22,22,0.5
Olympus OM-System Zuiko Auto-Macro 38 mm f/ 2.8 ,38,38,2.8,2.8,22,22,
Mir-69 45 mm f/ 3.5 ,45,45,3.5,3.5,22,22,0.5
Vega-2 85 mm f/ 2.8 ,86,86,2.8,2.8,2.8,2.8,
Tair-33 300 mm f/ 4.5 ,300,300,4.5,4.5,22,22,3
Vivitar MC 28 mm f/ 2.8 (Bauer) ,28,28,2.8,2.8,16,16,0.3
CPC cct MC 28 mm f/ 2.8 ,28,28,2.8,2.8,22,22,0.2
Sears 50 mm f/ 1.7 MC Auto 49Ø ,50,50,1.7,1.7,22,22,0.45
Nikon AF Nikkor 28-200 mm f/ 3.5-5.6 G ED IF ,28, 200,3.5, 5.6,22,22,0.44
Nikon Nikkor 50 mm f/ 1.4 Ai ,50,50,1.4,1.4,16,16,0.45
Vivitar MC 28 mm f/ 2 (Komine) ,28,28,2.0,2.0,16,16,0.23
Sigma AF 18-50 mm f/ 2.8 EX DC D ,18, 50,2.8,2.8,22,22,0.2
Tamron AF 19-35 mm f/ 3.5-4.5 ,19, 35,3.5, 4.5,22,22,0.5
Industar-69 28 mm f/ 2.8 ,28,28,2.8,2.8,16,16,0.8
Olympus М. Zuiko Digital ED 45 mm f/ 1.8 ,45,45,1.8,1.8,22,22,0.5
Olympus М. Zuiko Digital ED 12mm F2.0 ,12,12,2.0,2.0,22,22,0.2
Quantaray NF AF 70-210 mm f/ 4-5.6 ,70, 210,4.0, 5.6,22,22,1.2
Tamron 24 mm f/ 2.5 Adaptall-2 model 01B ,24,24,2.5,2.5,22,22,0.25
Nikon Nikkor-P 105 mm f/ 2.5 non-Ai (I) ,105,105,2.5,2.5,22,22,1.2
Nikon AF Nikkor 35-70 mm f/ 3.3-4.5 (I) ,35, 70,3.3, 4.5,22,22,0.35
Kiron 28-105 mm f/ 3.2-4.5 ,28, 105,3.2, 4.5,22,22,0.3
Yashica Yashinon DS-M 28 mm f/ 2.8 ,28,28,2.8,2.8,16,16,0.3
Nikon AF-S Nikkor 18-55 mm f/ 3.5-5.6 G ED DX ,18, 55,3.5, 5.6,22,22,0.28
Nikon AF-S Nikkor 18-55 mm f/ 3.5-5.6 G ED DX II ,18, 55,3.5, 5.6,22,22,0.28
Nikon AF-S Nikkor 18-105 mm f/ 3.5-5.6 G ED VR DX ,18, 105,3.5, 5.6,22,22,0.45
Nikon AF-S Nikkor 18-200 mm f/ 3.5-5.6 G ED VR DX ,18, 200,3.5, 5.6,22,22,0.5
Nikon AF-S Nikkor 18-200 mm f/ 3.5-5.6 G ED VR DX II ,18, 200,3.5, 5.6,22,22,0.5
Nikon AF-S Nikkor 24-85 mm f/ 3.5-4.5 G IF ED ,24, 85,3.5, 4.5,22,22,0.38
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,35,35,2.8,2.8,22,22,0.3
Vega-M1 35 mm f/ 2.8 ,35,35,2.8,2.8,16,16,0.5
Helionar-1 85 mm f/ 1.4 MC ,85,85,1.4,1.4,22,22,0.9
Helios-65 52 mm f/ 2 ,52,52,2.0,2.0,22,22,0.5
Albinar 135 mm f/ 2.8 Super ,135,135,2.8,2.8,22,22,1.5
Rokinon 80-200 mm f/ 4.5 Macro MC ,80, 200,3.5, 4.5,32,32,2
Promaster Spectrum 7 28-70 mm f/ 3.5-4.5 ,28, 70,3.5, 4.5,3.5,3.5,0.5
Jupiter-17 52 mm f/ 2 ,52,52,2.0,2.0,22,22,1
Era-6 50 mm f/ 1.5 ,50,50,1.5,1.5,16,16,0.5
TOZ-500 500 mm f/ 3.5 ,500,500,3.5,3.5,3.5,3.5,
Tair-56 150 mm f/ 2.8 ,150,150,2.8,2.8,22,22,1.2
Vega-13 100 mm f/ 2.8 ,100,100,2.8,2.8,22,22,1
MC Oberon-11 200 mm f/ 2.8 ,200,200,2.8,2.8,32,32,1.5
Minolta MD 50 mm f/ 1.7 ,50,50,1.7,1.7,22,22,0.45
Nikon AF-S Nikkor 80-200 mm f/ 2.8 D IF ED ,80, 200,2.8,2.8,22,22,1.5
Nikon AF-S Nikkor 70-200 mm f/ 2.8 G IF ED VR ,70, 200,2.8,2.8,22,22,1.4
Nikon AF-S Micro Nikkor 40 mm f/ 2.8 G DX ,40,40,2.8,2.8,22,22,0.163
Voigtlander Ultron 40 mm f/ 2 SL-II ,40,40,2.0,2.0,22,22,0.38
Voigtlander Nokton 58 mm f/ 1.4 SL II ,58,58,1.4,1.4,16,16,0.45
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,90,90,3.5,3.5,22,22,0.5
SMC Pentax FA 77 mm f/ 1.8 Limited ,77,77,1.8,1.8,22,22,0.7
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,17, 35,2.8, 4.0,22,22,0.27
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,17, 35,2.8, 4.0,32,32,0.5
Nikon Nikkor 28 mm f/ 3.5 non-Ai ,28,28,3.5,3.5,22,22,0.3
Admiral G.M.C. 135 mm f/ 2.8 ,135,135,2.8,2.8,22,22,1.3
Admiral MC Automatic 28 mm f/ 2.8 ,28,28,2.8,2.8,22,22,0.3
P.C Fujitar 150 mm f/ 4 ,150,150,4.0,4.0,22,22,1.5
Meyer-Optik Görlitz Telemegor 400 mm f/ 5.5 ,400,400,5.6,5.6,22,22,5.8
Tamron SP 90 mm f/ 2.5 Adaptall-2 model 52B ,90,90,2.5,2.5,32,32,0.39
Miranda EC 35 mm f/ 2.8 ,35,35,2.8,2.8,16,16,0.3
Miranda EC 50 mm f/ 1.8 ,50,50,1.8,1.8,16,16,0.45
RE Topcor 55 mm f/ 1.7 ,55,55,1.7,1.7,16,16,0.6
Tamron SP 17 mm f/ 3.5 Adaptall-2 model 51B ,17,17,3.5,3.5,22,22,0.25
Tamron SP 24-48 mm f/ 3.5-3.8 Adaptall-2 model 13A ,24, 50,3.5, 3.8,32,32,0.6
Tamron SP 80-200 mm f/ 2.8 LD Adaptall-2 model 30A ,80, 200,2.8,2.8,32,32,1.5
Tamron SP 180 mm f/ 2.5 LD IF Adaptall-2 model 63B ,180,180,2.5,2.5,32,32,1.2
Tamron SP 300 mm f/ 2.8 LD Adaptall-2 model 107B ,300,300,2.8,2.8,32,32,3
Tamron SP 300 mm f/ 2.8 LD IF Adaptall-2 model 60B ,300,300,2.8,2.8,32,32,2.5
Tamron SP 300 mm f/ 2.8 LD IF Adaptall-2 model 360B ,300,300,2.8,2.8,32,32,2.5
Tamron SP 400 mm F/ 4.0 LD-IF Adaptall-2 Model 65B ,400,400,4.0,4.0,32,32,3
Tamron SP 350 mm f/ 5.6 Adaptall-2 model 06B ,350,350,5.6,5.6,5.6,5.6,1.1
Tamron SP 500 mm f/ 8 Adaptall-2 model 55B ,500,500,8.0,8.0,8.0,8.0,1.7
Tamron SP 500 mm f/ 8 Adaptall-2 model 55BB ,500,500,8.0,8.0,8.0,8.0,1.7
Konica Zoom-Hexanon AR 35-70 mm f/ 3.5-4.5 ,35, 70,3.5, 4.5,22,22,0.8
RMC Tokina 35-105 mm f/ 3.5-4.3 ,35, 105,3.5, 4.2,22,22,1.6
Soligor C/D 35-200 mm f/ 3.8-5.3 ,35, 200,3.8, 5.3,22,22,2.5
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,28, 200,3.5, 5.3,22,22,2.5
Vivitar 24 mm f/ 2.8 T4-TX mount Tokina ,24,24,2.8,2.8,16,16,0.23
Vivitar 200 mm f/ 3.5 (Kino) ,200,200,3.5,3.5,22,22,1.8
Vivitar Series 1 28 mm f/ 1.9 ,28,28,1.9,1.9,16,16,0.30
Tamron SP 200-500 mm f/ 5.6 Adaptall-2 model 31A ,200, 500,5.6,5.6,32,32,2.5
Tamron 200-500 mm f/ 6.9 Adaptall-2 model 06A ,200, 500,7.1,7.1,32,32,3
Tamron 70-350 mm f/ 4.5 Adaptall-2 model 05A ,70, 350,4.5,4.5,32,32,3
Tamron 70-210 mm f/ 3.8-4 Adaptall-2 model 46A ,70, 210,3.8, 4.0,22,22,0.9
Tamron SP 300 mm f/ 5.6 Adaptall-2 model 54B ,300,300,5.6,5.6,32,32,1.4
Tamron SP 70-150 mm f/ 2.8 Soft Adaptall-2 model 51A ,70, 150,2.8,2.8,32,32,0.98
Tamron SP 60-300 mm f/ 3.8-5.4 Adaptall-2 model 23A ,60, 300,3.8, 5.3,32,32,1.9
Focal MC Auto 135 mm f/ 2.8 ,135,135,2.8,2.8,22,22,1.5
Tamron 75-250 mm f/ 3.8-4.5 Adaptall-2 model 04A ,75, 250,3.8, 4.5,32,32,1.2
Tamron 70-150 mm f/ 3.5 Adaptall-2 model 20A ,70, 150,3.5,3.5,32,32,0.7
Tamron 70-150 mm f/ 3.5 Adaptall-2 model 02A ,70, 150,3.5,3.5,32,32,1.5
Minolta MC W.Rokkor-HG 35 mm f/ 2.8 ,35,35,2.8,2.8,16,16,0.4
Minolta MD W.Rokkor 28 mm f/ 3.5 ,28,28,3.5,3.5,22,22,0.3
Tamron 35-70 mm f/ 3.5-4.5 Adaptall-2 model 09A ,35, 70,3.5, 4.5,32,32,0.25
Tamron 35-135 mm f/ 3.5-4.5 Adaptall-2 model 40A ,35, 135,3.5, 4.5,32,32,0.26
Tamron 28-70 mm f/ 3.5-4.5 Adaptall-2 model 44A ,28, 70,3.5, 4.5,22,22,0.3
Tamron SP 28-135 mm f/ 4-4.5 Adaptall-2 model 28A ,28, 135,4.0, 4.5,32,32,2
Tamron SP 35-210 mm f/ 3.5-4.2 Adaptall-2 model 26A ,35, 210,3.5, 4.2,22,22,1.6
Tamron 135 mm f/ 2.5 Adaptall-2 model 03B ,135,135,2.5,2.5,32,32,1.2
Tamron 200 mm f/ 3.5 Adaptall-2 model 04B ,200,200,3.5,3.5,32,32,1.7
Tamron 70-210 mm f/ 4-5.6 Adaptall-2 model 58A ,70, 210,4.0, 5.6,32,32,1.1
Tamron 28-200 mm f/ 3.8-5.6 LD Aspherical IF Adaptall-2 model 171A ,28, 200,3.8, 5.6,22,22,0.8
Tamron SP 28-105 mm f/ 2.8 LD Aspherical IF Adaptall-2 model 176A ,28, 105,2.8,2.8,22,22,0.44
Tamron SP 35-105 mm f/ 2.8 Aspherical Adaptall-2 model 65A ,35, 105,2.8,2.8,32,32,1
Tamron SP 90 mm f/ 2.8 Adaptall-2 model 72B ,90,90,2.8,2.8,32,32,0.29
SIGMA AF 50-500 mm f/ 4-6.3 APO HSM EX DG RF ,50, 500,4.0, 6.3,22,22,1
Sun Hi-Tele Zoom 85-210 mm f/ 4.8 T-mount ,85, 210,4.8,4.8,22,22,2.5
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,80, 200,4.5, 5.6,22,22,1
Hanimex HMC 135mm f/2.8 ,135,135,2.8,2.8,16,16,1.5
Nikon Nikkor-N.C 24 mm f/ 2.8 non-Ai ,24,24,2.8,2.8,16,16,0.3
Cosina MC Macro 35-70 mm f/ 3.5-4.5 ,35, 70,3.5, 4.5,22,22,0.9
Olympus Zuiko Digital 25 mm f/ 2.8 Pancake ,25,25,2.8,2.8,22,22,0.2
Vivitar Series 1 200 mm f/ 3.0 ,200,200,2.9,2.9,22,22,1.2
Nikon Nikkor-O 21 mm f/ 4 ,21,21,4.0,4.0,16,16,0.9
Nikon Nikkor-UD 20 mm f/ 3.5 non-Ai ,20,20,3.5,3.5,22,22,0.3
Nikon Nikkor 20 mm f/ 4 ,20,20,4.0,4.0,22,22,0.3
Nikon Nikkor 20 mm f/ 3.5 Ai-S ,20,20,3.5,3.5,22,22,0.3
Nikon Nikkor-Q 135 mm f/ 3.5 non-Ai ,135,135,3.5,3.5,22,22,1.5
Nikon Nikkor 105 mm f/ 1.8 Ai-S ,105,105,1.8,1.8,22,22,1
Nikon Nikkor-Q 200 mm f/ 4 non-Ai (I) ,200,200,4.0,4.0,22,22,3
Nikon Nikkor 200 mm f/ 4 Ai ,200,200,4.0,4.0,32,32,2
Nikon Series E 50 mm f/ 1.8 (I) ,50,50,1.8,1.8,22,22,0.6
Nikon Series E 28 mm f/ 2.8 (I) ,28,28,2.8,2.8,22,22,0.3
Nikon Series E 28 mm f/ 2.8 (II) ,28,28,2.8,2.8,22,22,0.3
Nikon GN Nikkor 45 mm f/ 2.8 non-Ai ,45,45,2.8,2.8,32,32,0.8
Nikon AF Nikkor 28-80 mm f/ 3.5-5.6 D (I) ,28, 80,3.5, 5.6,22,22,0.5
Nikon AF Nikkor 28-80 mm f/ 3.5-5.6 D (II) ,28, 80,3.5, 5.6,22,22,0.4
Nikon AF Nikkor 28-80 mm f/ 3.3-5.6 G ,28, 80,3.3, 5.6,22,22,0.35
Nikon AF Nikkor 28-100 mm f/ 3.5-5.6 G ,28, 100,3.5, 5.6,22,22,0.56
Nikon AF Nikkor 75-240 mm f/ 4.5-5.6 D ,75, 250,4.5, 5.6,32,32,1.5
Nikon AF Nikkor 35-80 mm f/ 4-5.6 D (I) ,35, 80,4.0, 5.6,22,22,0.35
Nikon AF Nikkor 35-80 mm f/ 4-5.6 D (II) ,35, 80,4.0, 5.6,22,22,0.35
Nikon AF-S Nikkor 17-35 mm f/ 2.8 D IF ED ,17, 35,2.8,2.8,22,22,0.28
Super-Takumar 135 mm f/ 3.5 ,135,135,3.5,3.5,22,22,1.5
Nikon AF Nikkor 18-35 mm f/ 3.5-4.5 D IF ED ,18, 35,3.5, 4.5,22,22,0.33
Nikon AF-S Nikkor 55-300 mm f/ 4.5-5.6 G IF ED VR DX ,55, 300,4.5, 5.6,22,22,1.4
Chinon Zoom Macro 85-210 mm f/ 4.5 ,85, 210,4.5,4.5,22,22,0.15
Nikon AF Nikkor 20-35 mm f/ 2.8 D ,20, 35,2.8,2.8,22,22,0.5
Sigma AF 18-125 mm f/ 3.5-5.6 DC ,18, 125,3.5, 5.6,22,22,0.5
Nikon AF Nikkor 24-120 mm f/ 3.5-5.6 D IF ,24, 120,3.5, 5.6,22,22,0.5
Nikon AF-S Nikkor 24-120 mm f/ 3.5-5.6 G IF ED VR ,24, 120,3.5, 5.6,22,22,0.5
Nikon AF-S Nikkor 24-120 mm f/ 4 G IF ED VR ,24, 120,4.0,4.0,22,22,0.45
Nikon AF Nikkor 80-200 mm f/ 4.5-5.6 D ,80, 200,4.5, 5.6,32,32,1.5
Optomax 300 mm f/ 5.6 ,300,300,5.6,5.6,32,32,5
Nikon AF Nikkor 24-50 mm f/ 3.3-4.5 ,24, 50,3.3, 4.5,22,22,0.6
Harmony 135 mm f/3.5 ,135,135,3.5,3.5,22,22,1.7
Nikon AF Nikkor 28-70 mm f/ 3.5-4.5 ,28, 70,3.5, 4.5,22,22,0.5
Nikon AF Nikkor 35-105 mm f/ 3.5-4.5 (I) ,35, 105,3.5, 4.5,22,22,1.4
Nikon AF Nikkor 35-105 mm f/ 3.5-4.5 (II) ,35, 105,3.5, 4.5,22,22,1.4
Nikon AF Nikkor 35-135 mm f/ 3.5-4.5 (II) ,35, 135,3.5, 4.5,22,22,1.5
Nikon AF Nikkor 35-135 mm f/ 3.5-4.5 (I) ,35, 135,3.5, 4.5,22,22,1.5
Nikon Nikkor 28-50 mm f/ 3.5 Ai-S ,28, 50,3.5,3.5,22,22,0.6
Nikon Nikkor 35-70 mm f/ 3.5 Ai-S ,35, 70,3.5,3.5,22,22,0.7
Nikon Series E 36-72 mm f/ 3.5 ,35, 70,3.5,3.5,22,22,1.2
Hoya HMC 135 mm f/ 2.8 ,135,135,2.8,2.8,22,22,1.5
Nikon Nikkor 35 mm f/ 2 Ai ,35,35,2.0,2.0,22,22,0.3
Nikon Nikkor-N.C Auto 28 mm f/ 2 non-Ai ,28,28,2.0,2.0,22,22,0.3
Seimar-Donnex 80-200 mm f/ 4.5 ,80, 200,4.5,4.5,22,22,0.85
Soligor C/D 28-80 mm f/ 3.3-4.5 ,28, 80,3.3, 4.5,16,16,
Super Varexon 200 mm f/ 3.9 ,200,200,3.9,3.9,16,16,
Schneider-Kreuznach Retina-Curtagon 35mm f/2.8 ,35,35,2.8,2.8,22,22,1
Carl Zeiss Jena Sonnar 50mm f/2 ,50,50,2.0,2.0,22,22,
Voigtländer Super-Dynarex 135 mm f/ 4 ,135,135,4.0,4.0,16,16,4
Tamron 21 mm f/ 4.5 Adapt-A-Matic ,21,21,4.5,4.5,16,16,0.25
Tamron 24 mm f/ 3.5 Adapt-A-Matic ,24,24,3.5,3.5,16,16,0.25
Tamron 28 mm f/ 2.8 Adapt-A-Matic ,28,28,2.8,2.8,16,16,0.22
Tamron 35 mm f/ 2.8 Adapt-A-Matic ,35,35,2.8,2.8,16,16,0.3
Tamron 105 mm f/ 2.5 Adapt-A-Matic ,105,105,2.5,2.5,22,22,1
Tamron 135 mm f/ 2.8 Adapt-A-Matic ,135,135,2.8,2.8,22,22,1.5
Tamron 135 mm f/ 3.5 Adapt-A-Matic ,135,135,3.5,3.5,22,22,1.5
Tamron 200 mm f/ 3.5 Adapt-A-Matic ,200,200,3.5,3.5,22,22,2
Tamron 200 mm f/ 4.5 Adapt-A-Matic ,200,200,4.5,4.5,22,22,2.5
Tamron 300 mm f/ 5.6 Adapt-A-Matic ,300,300,5.6,5.6,22,22,2.5
Tamron 70-220 mm f/ 4 Adapt-A-Matic ,70, 220,4.0,4.0,22,22,2
Tamron 80-250 mm f/ 3.8 Adapt-A-Matic ,80, 250,3.8,3.8,22,22,2
Tamron 85-205 mm f/ 3.5 Adapt-A-Matic ,85, 205,3.5,3.5,22,22,2
Tamron 200-500 mm f/ 6.9 Adapt-A-Matic ,200, 500,6.7,6.7,22,22,3
Pentax SMC DA 55-300 mm f/ 4-5.8 ED ,55, 300,4.0, 5.8,22,22,1.4
Cyclop-M1 85 mm f/ 1.2 ,85,85,1.2,1.2,1.2,1.2,1.5
Tamron 35 mm f/ 2.8 T mount model 460 ,35,35,2.8,2.8,16,16,0.9
Tamron 58 mm f/ 1.2 T mount model 380 ,58,58,1.2,1.2,16,16,0.54
Tamron 135 mm f/ 2.8 T mount model 680 ,135,135,2.8,2.8,22,22,1.5
Tamron 135 mm f/ 2.8 fixed mount model 680AR ,135,135,2.8,2.8,22,22,1.5
Tamron 400 mm f/ 6.9 T mount model FO-69 ,400,400,7.1,7.1,32,32,9
Tamron 95-205 mm f/ 6.3 T mount model 910P ,100, 205,6.3,6.3,32,32,2
Tamron 55-90 mm f/ 4 T mount model PZ-50 ,55, 90,4.0,4.0,16,16,1.5
Tamron 95-205 mm f/ 5.6 PZ-60P ,100, 205,5.6,5.6,32,32,2
Minolta AF 300 mm f/ 2.8 APO G D SSM ,300,300,2.8,2.8,32,32,2
Tamron 95-250 mm f/ 5.6 T mount model PZ-10II ,100, 250,5.6,5.6,22,22,2.5
Tamron 200-400 mm f/ 6.3 T mount model PZ-70 ,200, 400,6.3,6.3,32,32,3.7
Tamron 80-250 mm f/ 3.8 fixed mount model PZ-20 ,80, 250,3.8,3.8,22,22,2
Tamron 135 mm f/ 4.5 T mount model 280 ,135,135,4.5,4.5,22,22,2
Tamron 135 mm f/ 3.5 T mount model 860 ,135,135,3.5,3.5,22,22,2
Tamron 180 mm f/ 3.5 T mount model JH-35 ,180,180,3.5,3.5,32,32,2.5
Tamron 200 mm f/ 2.8 T mount model 360 ,200,200,2.8,2.8,32,32,3
Tamron 200 mm f/ 3.5 T mount model 870 ,200,200,3.5,3.5,22,22,3
Tamron 200 mm f/ 5.9 T mount model FO-59 ,200,200,5.8,5.8,22,22,2.5
Tamron 200 mm f/ 6.3 T mount model FO-63 ,200,200,6.3,6.3,22,22,2.5
Tamron 250 mm f/ 4.5 T mount model FG-45 ,250,250,4.5,4.5,32,32,4.5
Tamron 300 mm f/ 5.6 T mount model 670 ,300,300,5.6,5.6,32,32,3.5
Tamron 300 mm f/ 6.9 T mount model SO-69 ,300,300,7.1,7.1,32,32,6
Tamron 350 mm f/ 5.6 T mount model 750 ,350,350,5.6,5.6,32,32,5
Tamron 400 mm f/ 5.6 T mount model 340 ,400,400,5.6,5.6,32,32,8
Tamron 400 mm f/ 6.9 T mount ,400,400,7.1,7.1,32,32,9
Tamron 400 mm f/ 7.5 T mount model 490 ,400,400,8.0,8.0,32,32,9
Tamron 400 mm f/ 8 T mount model YO-8 ,400,400,8.0,8.0,32,32,10
Tamron 450 mm f/ 8 T mount model 880 ,450,450,8.0,8.0,45,45,8
Tamron 24 mm f/ 2.5 Adaptall model CW-24 ,24,24,2.5,2.5,22,22,0.25
Tamron 105 mm f/ 2.5 Adaptall model CT-105 ,105,105,2.5,2.5,22,22,1.3
Tamron 300 mm f/ 5.6 Adaptall model CT-300 ,300,300,5.6,5.6,22,22,2.5
