SMC Takumar 55 mm f/ 1.8 ,M42
SMC Takumar 50 mm f/ 1.4 ,M42
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Canon EF (FF)
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Canon EF (APS-H)
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Canon EF-S
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Sony A (FF)
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Sony A (APS-C)
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Nikon F (FX)
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Nikon F (DX)
Quantaray Tech-10 MX AF 35-135 mm f/ 4-5.6 ,Pentax K
Carl Zeiss Makro-Sonnar T* 100 mm f/ 2.8 N ,Contax N
Carl Zeiss Planar T* 50 mm f/ 1.4 N ,Contax N
ЗM-6A 500 mm f/ 6.3 ,M42
3M-7 300 mm f/ 5.6 ,M42
3M-7 300 mm f/ 5.6 ,Pentax K
Carl Zeiss Planar T* 85 mm f/ 1.4 N ,Contax N
Carl Zeiss Tele-Apotessar T* 400 mm f/ 4 N ,Contax N
Carl Zeiss Vario-Sonnar T* 70-200 mm f/ 3.5-4.5 N ,Contax N
Carl Zeiss Vario-Sonnar T* 28-80 mm f/ 3.5-5.6 N ,Contax N
Carl Zeiss Vario-Sonnar T* 70-300 mm f/ 4-5.6 N ,Contax N
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Canon EF (FF)
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Canon EF (APS-H)
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Canon EF-S
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Konica AR
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Nikon F (FX)
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Nikon F (DX)
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Pentax K
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Sigma SA
Sigma AF 24-135 mm f/ 2.8-4.5 Aspherical IF ,Minolta SR
Carl Zeiss Jena Pancolar 55 mm f/ 1.4 ,M42
Carl Zeiss C Sonnar T* 50 mm f/ 1.5 ZM ,Leica M
Minolta M-Rokkor 40 mm f/ 2.0 ,Leica M
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Canon EF (FF)
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Canon EF (APS-H)
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Canon EF-S
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Sony A (FF)
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Sony A (APS-C)
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Nikon F (FX)
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Nikon F (DX)
Tokina AF 28-70 mm f/ 2.8 AT-X Pro II ,Pentax K
Rexatar 135 mm f/ 2.8 ,C/Y (contax/yashica)
Rexatar 135 mm f/ 2.8 ,Canon FD
Rexatar 135 mm f/ 2.8 ,Konica AR
Rexatar 135 mm f/ 2.8 ,M42
Rexatar 135 mm f/ 2.8 ,Nikon F (FX)
Rexatar 135 mm f/ 2.8 ,Nikon F (DX)
Rexatar 135 mm f/ 2.8 ,Olympus OM
Rexatar 135 mm f/ 2.8 ,Pentax K
Rexatar 135 mm f/ 2.8 ,Minolta SR
Ricoh Rikenon 50 mm f/ 2 ,Pentax K
Montgomery Ward 28 mm f/ 2.8 67-579 ,C/Y (contax/yashica)
Montgomery Ward 28 mm f/ 2.8 67-579 ,Canon FD
Montgomery Ward 28 mm f/ 2.8 67-579 ,Konica AR
Montgomery Ward 28 mm f/ 2.8 67-579 ,M42
Montgomery Ward 28 mm f/ 2.8 67-579 ,Nikon F (FX)
Montgomery Ward 28 mm f/ 2.8 67-579 ,Nikon F (DX)
Montgomery Ward 28 mm f/ 2.8 67-579 ,Olympus OM
Montgomery Ward 28 mm f/ 2.8 67-579 ,Pentax K
Montgomery Ward 28 mm f/ 2.8 67-579 ,Minolta SR
Carl Zeiss Planar 80 mm f/ 2 C645 ,Contax 645
Carl Zeiss Apo-Makro-Planar 120 mm f/ 4 C645 ,Contax 645
Carl Zeiss Sonnar 140/2.8 C645 ,Contax 645
Carl Zeiss Distagon 35/3.5 C645 ,Contax 645
Carl Zeiss Distagon 55 mm f/ 3.5 C645 ,Contax 645
Carl Zeiss Jena Tessar T 50 mm f/ 2.8 ,M42
Carl Zeiss Jena Tessar T 50 mm f/ 2.8 ,Exakta
Pentax SMC FA 645 120 mm f/ 4 Macro ,Pentax 645
Carl Zeiss Sonnar 210 mm f/ 4 C645 ,Contax 645
Olympus OM-System Zuiko Auto-T 100 mm f/ 2 ED ,Olympus OM
Carl Zeiss Tele-Apotessar 350 mm f/ 4 C645 ,Contax 645
ZK 50 mm f/ 1.5 ,Contax I-III (CRM)
Carl Zeiss Distagon 45 mm f/ 2.8 C645 ,Contax 645
Carl Zeiss Vario-Sonnar 45-90 mm f/ 4.5 C645 ,Contax 645
Lumix G Vario 100-300 mm f/ 4.0-5.6 ,Micro 4/3
Leica DG Macro-Elmarit 45 mm f/ 2.8 ,Micro 4/3
Canon EF 35-135 mm f/ 3.5-4.5 ,Canon EF (FF)
Canon EF 35-135 mm f/ 3.5-4.5 ,Canon EF (APS-H)
Canon EF 35-135 mm f/ 3.5-4.5 ,Canon EF-S
Nikon AF-S Nikkor 28 mm f/ 1.8 G ,Nikon F (FX)
Nikon AF-S Nikkor 28 mm f/ 1.8 G ,Nikon F (DX)
Rexagon 28 mm f/ 2.8 ,M42
Helios-44M-1 58 mm f/ 2.0 ,M42
Olympus F.Zuiko Auto-S 38 mm f/ 1.8 ,Olympus OM
Olympus F Zuiko Auto-T 70 mm f/ 2 ,Olympus Pen F
Olympus G Zuiko Auto-T 60 mm f/ 1.5 ,Olympus Pen F
Profile Zoom 35-70 mm f/ 3.5-4.5 Macro ,Pentax K
Vivitar 28 mm f/ 2 (Kino) ,C/Y (contax/yashica)
Vivitar 28 mm f/ 2 (Kino) ,Canon FD
Vivitar 28 mm f/ 2 (Kino) ,Konica AR
Vivitar 28 mm f/ 2 (Kino) ,M42
Vivitar 28 mm f/ 2 (Kino) ,Nikon F (FX)
Vivitar 28 mm f/ 2 (Kino) ,Nikon F (DX)
Vivitar 28 mm f/ 2 (Kino) ,Olympus OM
Vivitar 28 mm f/ 2 (Kino) ,Pentax K
Vivitar 28 mm f/ 2 (Kino) ,Minolta SR
Minolta MC Tele Rokkor-X QD 135 mm f/ 3.5 ,Minolta SR
Asahi Super-Takumar 50 mm f/ 1.4 (early) ,M42
Minolta MD Tele Rokkor-X 100 mm f/ 2.5 ,Minolta SR
Vivitar 24 mm f/ 2 MC (Kino) ,C/Y (contax/yashica)
Vivitar 24 mm f/ 2 MC (Kino) ,Canon FD
Vivitar 24 mm f/ 2 MC (Kino) ,Konica AR
Vivitar 24 mm f/ 2 MC (Kino) ,M42
Vivitar 24 mm f/ 2 MC (Kino) ,Nikon F (FX)
Vivitar 24 mm f/ 2 MC (Kino) ,Nikon F (DX)
Vivitar 24 mm f/ 2 MC (Kino) ,Olympus OM
Vivitar 24 mm f/ 2 MC (Kino) ,Pentax K
Vivitar 24 mm f/ 2 MC (Kino) ,Minolta SR
Tokina RMC 28 mm f/ 2.8 ,C/Y (contax/yashica)
Tokina RMC 28 mm f/ 2.8 ,Canon FD
Tokina RMC 28 mm f/ 2.8 ,Konica AR
Tokina RMC 28 mm f/ 2.8 ,M42
Tokina RMC 28 mm f/ 2.8 ,Nikon F (FX)
Tokina RMC 28 mm f/ 2.8 ,Nikon F (DX)
Tokina RMC 28 mm f/ 2.8 ,Olympus OM
Tokina RMC 28 mm f/ 2.8 ,Pentax K
Tokina RMC 28 mm f/ 2.8 ,Minolta SR
Minolta Auto Bellows Rokkor 100 mm f/ 4 Macro ,Minolta SR
Minolta MD 35-105 mm f/ 3.5-4.5 ,Minolta SR
Minolta MC Rokkor-X PG 50 mm f/ 1.4 ,Minolta SR
Canon EF 50-200 mm f/ 3.5-4.5 L ,Canon EF (FF)
Canon EF 50-200 mm f/ 3.5-4.5 L ,Canon EF (APS-H)
Canon EF 50-200 mm f/ 3.5-4.5 L ,Canon EF-S
Nikon AF Nikkor 35-70 mm f/ 2.8 ,Nikon F (FX)
Nikon AF Nikkor 35-70 mm f/ 2.8 ,Nikon F (DX)
Revuenon-Autofocus 50 mm f/1.7 ,Pentax K
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Canon EF (FF)
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Canon EF (APS-H)
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Canon EF-S
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Sony A (FF)
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Sony A (APS-C)
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Nikon F (FX)
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Nikon F (DX)
Sigma AF 50 mm f/ 2.8 Macro (v.2) ,Pentax K
Canon EF 35-70 mm f/ 3.5-4.5 ,Canon EF (FF)
Canon EF 35-70 mm f/ 3.5-4.5 ,Canon EF (APS-H)
Canon EF 35-70 mm f/ 3.5-4.5 ,Canon EF-S
Sigma AF 28-80 mm f/ 3.5-5.6 Mini Zoom Macro Aspherical ,Canon EF (FF)
Sigma AF 28-80 mm f/ 3.5-5.6 Mini Zoom Macro Aspherical ,Canon EF (APS-H)
Sigma AF 28-80 mm f/ 3.5-5.6 Mini Zoom Macro Aspherical ,Canon EF-S
Sigma AF 28-80 mm f/ 3.5-5.6 Mini Zoom Macro Aspherical ,Nikon F (FX)
Sigma AF 28-80 mm f/ 3.5-5.6 Mini Zoom Macro Aspherical ,Nikon F (DX)
Sigma AF 28-80 mm f/ 3.5-5.6 Mini Zoom Macro Aspherical ,Pentax K
Pentax SMC DA 16-50 mm f/ 2.8 ED AL (IF) SDM ,Pentax K
Olympus E Zuiko Auto-T 150 mm f/ 4 ,Olympus Pen F
Olympus G.Zuiko Auto-S 40 mm f/ 1.4 ,Olympus Pen F
Olympus H.Zuiko Auto-S 42 mm f/ 1.2 ,Olympus Pen F
Pentax SMC DA 12-24 mm f/ 4 ED AL(IF) ,Pentax K
Minolta MC Tele Rokkor-QD 135 mm f/ 3.5 ,Minolta SR
Nikon Nikkor 180 mm f/ 2.8 ED Ai-S ,Nikon F (FX)
Nikon Nikkor 180 mm f/ 2.8 ED Ai-S ,Nikon F (DX)
Minolta MC Tele Rokkor-QF 200 mm f/ 3.5 ,Minolta SR
Ensinor МС AUTO 135 mm f/ 2.8 ,Pentax K
Leica APO Summicron-M 50 mm f/ 2 ASPH ,Leica M
Soligor Tele-Auto 135 mm f / 2.8 ,M42
Soligor Tele-Auto 135 mm f / 2.8 ,Olympus OM
Soligor Tele-Auto 135 mm f / 2.8 ,Minolta SR
Soligor Tele-Auto 135 mm f / 2.8 ,Exakta
Soligor Tele-Auto 135 mm f / 2.8 ,Miranda
Nikon Micro Nikkor 55 mm f/ 3.5 Ai ,Nikon F (FX)
Nikon Micro Nikkor 55 mm f/ 3.5 Ai ,Nikon F (DX)
Pentax SMC-DA 14 mm f/ 2.8 ED [IF] ,Pentax K
Fujian CCTV 25 mm f / 1.4  ,C-mount (8mm)
Fujian CCTV 25 mm f / 1.4  ,C-mount (16mm)
Fujian CCTV 25 mm f / 1.4  ,C-mount (1/3 inch)
Fujian CCTV 25 mm f / 1.4  ,C-mount (1/2 inch)
Fujian CCTV 25 mm f / 1.4  ,C-mount (2/3 inch)
Fujian CCTV 25 mm f / 1.4  ,C-mount (1 inch)
Fujian CCTV 25 mm f / 1.4  ,C-mount (4/3 inch)
Fujian CCTV 50 mm f / 1.4  ,C-mount (8mm)
Fujian CCTV 50 mm f / 1.4  ,C-mount (16mm)
Fujian CCTV 50 mm f / 1.4  ,C-mount (1/3 inch)
Fujian CCTV 50 mm f / 1.4  ,C-mount (1/2 inch)
Fujian CCTV 50 mm f / 1.4  ,C-mount (2/3 inch)
Fujian CCTV 50 mm f / 1.4  ,C-mount (1 inch)
Fujian CCTV 50 mm f / 1.4  ,C-mount (4/3 inch)
Industar-51 210 mm f/ 4.5 ,Large format
Tamron-F 28 mm f/ 2.8 (I) ,C/Y (contax/yashica)
Tamron-F 28 mm f/ 2.8 (I) ,Canon FD
Tamron-F 28 mm f/ 2.8 (I) ,Konica AR
Tamron-F 28 mm f/ 2.8 (I) ,M42
Tamron-F 28 mm f/ 2.8 (I) ,Nikon F (FX)
Tamron-F 28 mm f/ 2.8 (I) ,Nikon F (DX)
Tamron-F 28 mm f/ 2.8 (I) ,Olympus OM
Tamron-F 28 mm f/ 2.8 (I) ,Pentax K
Tamron-F 28 mm f/ 2.8 (I) ,Minolta SR
Tamron-F 28 mm f/ 2.8 (II) ,C/Y (contax/yashica)
Tamron-F 28 mm f/ 2.8 (II) ,Canon FD
Tamron-F 28 mm f/ 2.8 (II) ,Konica AR
Tamron-F 28 mm f/ 2.8 (II) ,M42
Tamron-F 28 mm f/ 2.8 (II) ,Nikon F (FX)
Tamron-F 28 mm f/ 2.8 (II) ,Nikon F (DX)
Tamron-F 28 mm f/ 2.8 (II) ,Olympus OM
Tamron-F 28 mm f/ 2.8 (II) ,Pentax K
Tamron-F 28 mm f/ 2.8 (II) ,Minolta SR
Tamron-F 35 mm f/ 2.8 ,C/Y (contax/yashica)
Tamron-F 35 mm f/ 2.8 ,Canon FD
Tamron-F 35 mm f/ 2.8 ,Konica AR
Tamron-F 35 mm f/ 2.8 ,M42
Tamron-F 35 mm f/ 2.8 ,Nikon F (FX)
Tamron-F 35 mm f/ 2.8 ,Nikon F (DX)
Tamron-F 35 mm f/ 2.8 ,Olympus OM
Tamron-F 35 mm f/ 2.8 ,Pentax K
Tamron-F 35 mm f/ 2.8 ,Minolta SR
Tamron-F 135 mm f/ 2.8 ,C/Y (contax/yashica)
Tamron-F 135 mm f/ 2.8 ,Canon FD
Tamron-F 135 mm f/ 2.8 ,Konica AR
Tamron-F 135 mm f/ 2.8 ,M42
Tamron-F 135 mm f/ 2.8 ,Nikon F (FX)
Tamron-F 135 mm f/ 2.8 ,Nikon F (DX)
Tamron-F 135 mm f/ 2.8 ,Olympus OM
Tamron-F 135 mm f/ 2.8 ,Pentax K
Tamron-F 135 mm f/ 2.8 ,Minolta SR
Tamron-F 200 mm f/ 3.5 ,C/Y (contax/yashica)
Tamron-F 200 mm f/ 3.5 ,Canon FD
Tamron-F 200 mm f/ 3.5 ,Konica AR
Tamron-F 200 mm f/ 3.5 ,M42
Tamron-F 200 mm f/ 3.5 ,Nikon F (FX)
Tamron-F 200 mm f/ 3.5 ,Nikon F (DX)
Tamron-F 200 mm f/ 3.5 ,Olympus OM
Tamron-F 200 mm f/ 3.5 ,Pentax K
Tamron-F 200 mm f/ 3.5 ,Minolta SR
Tamron-F 300 mm f/ 5.6 ,C/Y (contax/yashica)
Tamron-F 300 mm f/ 5.6 ,Canon FD
Tamron-F 300 mm f/ 5.6 ,Konica AR
Tamron-F 300 mm f/ 5.6 ,M42
Tamron-F 300 mm f/ 5.6 ,Nikon F (FX)
Tamron-F 300 mm f/ 5.6 ,Nikon F (DX)
Tamron-F 300 mm f/ 5.6 ,Olympus OM
Tamron-F 300 mm f/ 5.6 ,Pentax K
Tamron-F 300 mm f/ 5.6 ,Minolta SR
Tamron-F 85-210 mm f/ 4.5 ,C/Y (contax/yashica)
Tamron-F 85-210 mm f/ 4.5 ,Canon FD
Tamron-F 85-210 mm f/ 4.5 ,Konica AR
Tamron-F 85-210 mm f/ 4.5 ,M42
Tamron-F 85-210 mm f/ 4.5 ,Nikon F (FX)
Tamron-F 85-210 mm f/ 4.5 ,Nikon F (DX)
Tamron-F 85-210 mm f/ 4.5 ,Olympus OM
Tamron-F 85-210 mm f/ 4.5 ,Pentax K
Tamron-F 85-210 mm f/ 4.5 ,Minolta SR
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,C/Y (contax/yashica)
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Canon FD
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Konica AR
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,M42
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Nikon F (FX)
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Nikon F (DX)
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Olympus OM
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Pentax K
Tamron-F 28-80 mm f/ 3.5-4.2 CF Macro BBAR MC ,Minolta SR
Tamron-F 35-70 mm f/ 3.5-4.5 ,C/Y (contax/yashica)
Tamron-F 35-70 mm f/ 3.5-4.5 ,Canon FD
Tamron-F 35-70 mm f/ 3.5-4.5 ,Konica AR
Tamron-F 35-70 mm f/ 3.5-4.5 ,M42
Tamron-F 35-70 mm f/ 3.5-4.5 ,Nikon F (FX)
Tamron-F 35-70 mm f/ 3.5-4.5 ,Nikon F (DX)
Tamron-F 35-70 mm f/ 3.5-4.5 ,Olympus OM
Tamron-F 35-70 mm f/ 3.5-4.5 ,Pentax K
Tamron-F 35-70 mm f/ 3.5-4.5 ,Minolta SR
Pentacon 30 mm f/ 3.5 ,M42
Pentacon 30 mm f/ 3.5 ,Exakta
Nikon Nikkor-P.C 105 mm f/ 2.5 non-Ai ,Nikon F (FX)
Nikon Nikkor-P.C 105 mm f/ 2.5 non-Ai ,Nikon F (DX)
Yashica ML 24 mm f/ 2.8 ,C/Y (contax/yashica)
MC Auto Beroflex 135 mm f/ 2.8 ,M42
Revuenon 55 mm f/ 1.4 Auto ,M42
Tokina RMC 70-210 mm f/ 4 ,Canon FD
Tokina RMC 70-210 mm f/ 4 ,M42
Tokina RMC 70-210 mm f/ 4 ,Nikon F (FX)
Tokina RMC 70-210 mm f/ 4 ,Nikon F (DX)
Tokina RMC 70-210 mm f/ 4 ,Olympus OM
Tokina RMC 70-210 mm f/ 4 ,Pentax K
Tokina RMC 70-210 mm f/ 4 ,Minolta SR
Carl Zeiss Tele-Tessar 200 mm f/ 4 C/Y ,C/Y (contax/yashica)
Carl Zeiss Distagon T* 18 mm f/ 4 C/Y ,C/Y (contax/yashica)
Carl Zeiss S-Planar 60 mm f/ 2.8 C/Y ,C/Y (contax/yashica)
Carl Zeiss PC-Distagon T* 35 mm f/ 2.8 C/Y ,C/Y (contax/yashica)
Access P-MC 35-70 mm f/ 2.5-3.5 ,C/Y (contax/yashica)
Access P-MC 35-70 mm f/ 2.5-3.5 ,Canon FD
Access P-MC 35-70 mm f/ 2.5-3.5 ,Konica AR
Access P-MC 35-70 mm f/ 2.5-3.5 ,M42
Access P-MC 35-70 mm f/ 2.5-3.5 ,Nikon F (FX)
Access P-MC 35-70 mm f/ 2.5-3.5 ,Nikon F (DX)
Access P-MC 35-70 mm f/ 2.5-3.5 ,Olympus OM
Access P-MC 35-70 mm f/ 2.5-3.5 ,Pentax K
Access P-MC 35-70 mm f/ 2.5-3.5 ,Minolta SR
Vivitar 35-70 mm f/ 2.8-3.8 ,C/Y (contax/yashica)
Vivitar 35-70 mm f/ 2.8-3.8 ,Canon FD
Vivitar 35-70 mm f/ 2.8-3.8 ,Konica AR
Vivitar 35-70 mm f/ 2.8-3.8 ,M42
Vivitar 35-70 mm f/ 2.8-3.8 ,Nikon F (FX)
Vivitar 35-70 mm f/ 2.8-3.8 ,Nikon F (DX)
Vivitar 35-70 mm f/ 2.8-3.8 ,Olympus OM
Vivitar 35-70 mm f/ 2.8-3.8 ,Pentax K
Vivitar 35-70 mm f/ 2.8-3.8 ,Minolta SR
Sigma MF 15 mm f/ 2.8 Fisheye ,C/Y (contax/yashica)
Sigma MF 15 mm f/ 2.8 Fisheye ,Canon FD
Sigma MF 15 mm f/ 2.8 Fisheye ,Konica AR
Sigma MF 15 mm f/ 2.8 Fisheye ,M42
Sigma MF 15 mm f/ 2.8 Fisheye ,Nikon F (FX)
Sigma MF 15 mm f/ 2.8 Fisheye ,Nikon F (DX)
Sigma MF 15 mm f/ 2.8 Fisheye ,Olympus OM
Sigma MF 15 mm f/ 2.8 Fisheye ,Pentax K
Sigma MF 15 mm f/ 2.8 Fisheye ,Minolta SR
Asanuma 17 mm f/ 3.5 ,C/Y (contax/yashica)
Asanuma 17 mm f/ 3.5 ,Canon FD
Asanuma 17 mm f/ 3.5 ,Konica AR
Asanuma 17 mm f/ 3.5 ,M42
Asanuma 17 mm f/ 3.5 ,Nikon F (FX)
Asanuma 17 mm f/ 3.5 ,Nikon F (DX)
Asanuma 17 mm f/ 3.5 ,Olympus OM
Asanuma 17 mm f/ 3.5 ,Pentax K
Asanuma 17 mm f/ 3.5 ,Minolta SR
Spiratone 18 mm f/ 3.5 ,C/Y (contax/yashica)
Spiratone 18 mm f/ 3.5 ,Canon FD
Spiratone 18 mm f/ 3.5 ,Konica AR
Spiratone 18 mm f/ 3.5 ,M42
Spiratone 18 mm f/ 3.5 ,Nikon F (FX)
Spiratone 18 mm f/ 3.5 ,Nikon F (DX)
Spiratone 18 mm f/ 3.5 ,Olympus OM
Spiratone 18 mm f/ 3.5 ,Pentax K
Spiratone 18 mm f/ 3.5 ,Minolta SR
Spiratone 20 mm f/ 2.8 ,C/Y (contax/yashica)
Spiratone 20 mm f/ 2.8 ,Canon FD
Spiratone 20 mm f/ 2.8 ,Konica AR
Spiratone 20 mm f/ 2.8 ,M42
Spiratone 20 mm f/ 2.8 ,Nikon F (FX)
Spiratone 20 mm f/ 2.8 ,Nikon F (DX)
Spiratone 20 mm f/ 2.8 ,Olympus OM
Spiratone 20 mm f/ 2.8 ,Pentax K
Spiratone 20 mm f/ 2.8 ,Minolta SR
Starblitz 24 mm f/ 2.8 ,C/Y (contax/yashica)
Starblitz 24 mm f/ 2.8 ,Canon FD
Starblitz 24 mm f/ 2.8 ,Konica AR
Starblitz 24 mm f/ 2.8 ,M42
Starblitz 24 mm f/ 2.8 ,Nikon F (FX)
Starblitz 24 mm f/ 2.8 ,Nikon F (DX)
Starblitz 24 mm f/ 2.8 ,Olympus OM
Starblitz 24 mm f/ 2.8 ,Pentax K
Starblitz 24 mm f/ 2.8 ,Minolta SR
Vivitar 24 mm f/ 2.8 ,C/Y (contax/yashica)
Vivitar 24 mm f/ 2.8 ,Canon FD
Vivitar 24 mm f/ 2.8 ,Konica AR
Vivitar 24 mm f/ 2.8 ,M42
Vivitar 24 mm f/ 2.8 ,Nikon F (FX)
Vivitar 24 mm f/ 2.8 ,Nikon F (DX)
Vivitar 24 mm f/ 2.8 ,Olympus OM
Vivitar 24 mm f/ 2.8 ,Pentax K
Vivitar 24 mm f/ 2.8 ,Minolta SR
Sigma 28 mm f/ 1.8 ,C/Y (contax/yashica)
Sigma 28 mm f/ 1.8 ,Canon FD
Sigma 28 mm f/ 1.8 ,Konica AR
Sigma 28 mm f/ 1.8 ,M42
Sigma 28 mm f/ 1.8 ,Nikon F (FX)
Sigma 28 mm f/ 1.8 ,Nikon F (DX)
Sigma 28 mm f/ 1.8 ,Olympus OM
Sigma 28 mm f/ 1.8 ,Pentax K
Sigma 28 mm f/ 1.8 ,Minolta SR
Vivitar 35 mm f/ 2.8 ,C/Y (contax/yashica)
Vivitar 35 mm f/ 2.8 ,Canon FD
Vivitar 35 mm f/ 2.8 ,Konica AR
Vivitar 35 mm f/ 2.8 ,M42
Vivitar 35 mm f/ 2.8 ,Nikon F (FX)
Vivitar 35 mm f/ 2.8 ,Nikon F (DX)
Vivitar 35 mm f/ 2.8 ,Olympus OM
Vivitar 35 mm f/ 2.8 ,Pentax K
Vivitar 35 mm f/ 2.8 ,Minolta SR
Kiron 24 mm f/ 2 MC ,C/Y (contax/yashica)
Kiron 24 mm f/ 2 MC ,Canon FD
Kiron 24 mm f/ 2 MC ,Konica AR
Kiron 24 mm f/ 2 MC ,M42
Kiron 24 mm f/ 2 MC ,Nikon F (FX)
Kiron 24 mm f/ 2 MC ,Nikon F (DX)
Kiron 24 mm f/ 2 MC ,Olympus OM
Kiron 24 mm f/ 2 MC ,Pentax K
Kiron 24 mm f/ 2 MC ,Minolta SR
Super-Multi-Coated Takumar 120 mm f/ 2.8 ,M42
Fish-eye-Takumar 17 mm f/ 4 ,M42
Super-Takumar 24 mm f/ 3.5 ,M42
Samsung 18-55 mm f/ 3.5-5.6 OIS II ,Samsung NX
A. Schacht Ulm R Travenar 135 mm f/ 3.5 ,M42
Kalimar 50 mm f/ 1.7 ,C/Y (contax/yashica)
Kalimar 50 mm f/ 1.7 ,Canon FD
Kalimar 50 mm f/ 1.7 ,Konica AR
Kalimar 50 mm f/ 1.7 ,M42
Kalimar 50 mm f/ 1.7 ,Nikon F (FX)
Kalimar 50 mm f/ 1.7 ,Nikon F (DX)
Kalimar 50 mm f/ 1.7 ,Olympus OM
Kalimar 50 mm f/ 1.7 ,Pentax K
Kalimar 50 mm f/ 1.7 ,Minolta SR
Zykkor 50 mm f/ 1.7 ,C/Y (contax/yashica)
Zykkor 50 mm f/ 1.7 ,Canon FD
Zykkor 50 mm f/ 1.7 ,Konica AR
Zykkor 50 mm f/ 1.7 ,M42
Zykkor 50 mm f/ 1.7 ,Nikon F (FX)
Zykkor 50 mm f/ 1.7 ,Nikon F (DX)
Zykkor 50 mm f/ 1.7 ,Olympus OM
Zykkor 50 mm f/ 1.7 ,Pentax K
Zykkor 50 mm f/ 1.7 ,Minolta SR
Makinon 50 mm f/ 1.7 ,C/Y (contax/yashica)
Makinon 50 mm f/ 1.7 ,Canon FD
Makinon 50 mm f/ 1.7 ,Konica AR
Makinon 50 mm f/ 1.7 ,M42
Makinon 50 mm f/ 1.7 ,Nikon F (FX)
Makinon 50 mm f/ 1.7 ,Nikon F (DX)
Makinon 50 mm f/ 1.7 ,Olympus OM
Makinon 50 mm f/ 1.7 ,Pentax K
Makinon 50 mm f/ 1.7 ,Minolta SR
Elicar V-HQ Macro 55 mm f/ 2.8 ,C/Y (contax/yashica)
Elicar V-HQ Macro 55 mm f/ 2.8 ,Canon FD
Elicar V-HQ Macro 55 mm f/ 2.8 ,Konica AR
Elicar V-HQ Macro 55 mm f/ 2.8 ,M42
Elicar V-HQ Macro 55 mm f/ 2.8 ,Nikon F (FX)
Elicar V-HQ Macro 55 mm f/ 2.8 ,Nikon F (DX)
Elicar V-HQ Macro 55 mm f/ 2.8 ,Olympus OM
Elicar V-HQ Macro 55 mm f/ 2.8 ,Pentax K
Elicar V-HQ Macro 55 mm f/ 2.8 ,Minolta SR
Panagor PMC Macro 55 mm f/ 2.8 ,C/Y (contax/yashica)
Panagor PMC Macro 55 mm f/ 2.8 ,Canon FD
Panagor PMC Macro 55 mm f/ 2.8 ,Konica AR
Panagor PMC Macro 55 mm f/ 2.8 ,M42
Panagor PMC Macro 55 mm f/ 2.8 ,Nikon F (FX)
Panagor PMC Macro 55 mm f/ 2.8 ,Nikon F (DX)
Panagor PMC Macro 55 mm f/ 2.8 ,Olympus OM
Panagor PMC Macro 55 mm f/ 2.8 ,Pentax K
Panagor PMC Macro 55 mm f/ 2.8 ,Minolta SR
Polaris E. P. 80-210 mm f/ 3.5 ,M42
Yashica Yashinon-R 90-190 mm f/ 5.8 ,M42
Yashica Super Yashinon-R 35 mm f/ 2.8 ,M42
Super-Multi-Coated Takumar 20 mm f/ 4.5 ,M42
