Craig Optics MC 28-70mm f3.9-4.8 ,Minolta SR
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (8mm)
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (16mm)
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (1/3 inch)
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (1/2 inch)
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (2/3 inch)
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (1 inch)
Fujinon-TV Zoom  14-84 mm f/ 1.6 ,C-mount (4/3 inch)
Canon FL 135 mm f/ 2.5 ,Canon FL
Olympus OM Zuiko 35-105 mm f/ 3.5-4.5 ,Olympus OM
Tamron 35-135 mm f/ 3.5-4.2 Adaptall-2 model 22A ,Tamron Adaptall-2
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Canon EF (FF)
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Canon EF (APS-H)
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Canon EF-S
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Nikon F (FX)
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Nikon F (DX)
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Pentax K
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Sigma SA
Sigma AF 28-200 mm f/ 3.5-5.6 DL Aspherical Macro ,Minolta SR
Nikon AF Nikkor 80-400 mm f/ 4.5-5.6 D ED VR ,Nikon F (FX)
Nikon AF Nikkor 80-400 mm f/ 4.5-5.6 D ED VR ,Nikon F (DX)
Tamron 80-210 mm f/ 3.8-4 Adaptall-2 model 103A ,Tamron Adaptall-2
Canon EF-S 55-250 mm f/ 4-5.6 IS II ,Canon EF (FF)
Canon EF-S 55-250 mm f/ 4-5.6 IS II ,Canon EF (APS-H)
Canon EF-S 55-250 mm f/ 4-5.6 IS II ,Canon EF-S
Arsat H 20 mm f/ 2.8 МС ,Nikon F (FX)
Arsat H 20 mm f/ 2.8 МС ,Nikon F (DX)
Leica DG Summilux 25 mm f/ 1.4 ASP ,Micro 4/3
SMC Pentax DA* 300 mm f/ 4 ED [IF] SDM ,Pentax K
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Canon EF (FF)
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Canon EF (APS-H)
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Canon EF-S
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Sony A (FF)
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Sony A (APS-C)
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Nikon F (FX)
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Nikon F (DX)
Sigma AF 28-300 mm f/ 3.5-6.3 Macro ,Pentax K
Canon EF 28-90 mm f/4-5.6 II ,Canon EF (FF)
Canon EF 28-90 mm f/4-5.6 II ,Canon EF (APS-H)
Canon EF 28-90 mm f/4-5.6 II ,Canon EF-S
Tokina 400 mm f/6.3 ,M42
Seimar 85-205 mm f/ 3.8 ,M42
Beroflex Auto Zoom 90-190 mm f/ 5.8 ,M42
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,C/Y (contax/yashica)
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Canon FD
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Konica AR
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,M42
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Nikon F (FX)
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Nikon F (DX)
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Olympus OM
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Pentax K
Soligor Wide-Auto 28 mm f/ 2.8 (3) ,Minolta SR
Seimar Auto 28 mm f/ 2.8 ,Minolta SR
Sigma AF 70-210 mm f/ 4-5.6 IA-ZOOM ,Sony A (FF)
Sigma AF 70-210 mm f/ 4-5.6 IA-ZOOM ,Sony A (APS-C)
Tokina AT-X 17-35 mm f/ 4 PRO FX ,Canon EF (FF)
Tokina AT-X 17-35 mm f/ 4 PRO FX ,Canon EF (APS-H)
Tokina AT-X 17-35 mm f/ 4 PRO FX ,Canon EF-S
Tokina AT-X 17-35 mm f/ 4 PRO FX ,Nikon F (FX)
Tokina AT-X 17-35 mm f/ 4 PRO FX ,Nikon F (DX)
Minolta MD Rokkor-X 50 mm f/ 1.4 ,Minolta SR
Samyang 650-1300 mm f/ 8.0-16.0 ,T2 mount
Vivitar Wide Angle 35 mm f/ 3.5 ,M42
Auto Rikenon 135 mm f / 2.8 ,M42
SMC Pentax-M 100 mm f/ 4 Macro ,Pentax K
SMC Pentax-A 100 mm f/ 4 Macro ,Pentax K
SMC Pentax-A 35-80 mm f/ 4-5.6 ,Pentax K
MC Volna-1 50 mm f/ 1.8 ,Pentax K
MC Volna-4 50 mm f/ 1.4 ,Nikon F (FX)
MC Volna-4 50 mm f/ 1.4 ,Nikon F (DX)
MC Volna-4 50 mm f/ 1.4 ,Pentax K
MC Volna-8 50 mm f/ 1.2 ,Nikon F (FX)
MC Volna-8 50 mm f/ 1.2 ,Nikon F (DX)
MC Volna-8 50 mm f/ 1.2 ,Pentax K
Mir-3 65 mm f/ 3.5 ,Kiev-88/Salut
Voigtländer Nokton 35 mm f/ 1.2 Asp VM II ,Leica M
Olympus OM-System Zuiko Auto-Macro 38 mm f/ 2.8 ,Olympus OM
Mir-69 45 mm f/ 3.5 ,Pentacon Six
Vega-2 85 mm f/ 2.8 ,Kiev-88/Salut
Tair-33 300 mm f/ 4.5 ,Pentacon Six
Tair-33 300 mm f/ 4.5 ,Kiev-88/Salut
Vivitar MC 28 mm f/ 2.8 (Bauer) ,C/Y (contax/yashica)
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Canon FD
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Konica AR
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Nikon F (FX)
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Nikon F (DX)
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Olympus OM
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Pentax K
Vivitar MC 28 mm f/ 2.8 (Bauer) ,Minolta SR
CPC cct MC 28 mm f/ 2.8 ,C/Y (contax/yashica)
CPC cct MC 28 mm f/ 2.8 ,Canon FD
CPC cct MC 28 mm f/ 2.8 ,Konica AR
CPC cct MC 28 mm f/ 2.8 ,Nikon F (FX)
CPC cct MC 28 mm f/ 2.8 ,Nikon F (DX)
CPC cct MC 28 mm f/ 2.8 ,Olympus OM
CPC cct MC 28 mm f/ 2.8 ,Pentax K
CPC cct MC 28 mm f/ 2.8 ,Minolta SR
Sears 50 mm f/ 1.7 MC Auto 49Ø ,Pentax K
Nikon AF Nikkor 28-200 mm f/ 3.5-5.6 G ED IF ,Nikon F (FX)
Nikon AF Nikkor 28-200 mm f/ 3.5-5.6 G ED IF ,Nikon F (DX)
Nikon Nikkor 50 mm f/ 1.4 Ai ,Nikon F (FX)
Nikon Nikkor 50 mm f/ 1.4 Ai ,Nikon F (DX)
Vivitar MC 28 mm f/ 2 (Komine) ,C/Y (contax/yashica)
Vivitar MC 28 mm f/ 2 (Komine) ,Canon FD
Vivitar MC 28 mm f/ 2 (Komine) ,Konica AR
Vivitar MC 28 mm f/ 2 (Komine) ,M42
Vivitar MC 28 mm f/ 2 (Komine) ,Nikon F (FX)
Vivitar MC 28 mm f/ 2 (Komine) ,Nikon F (DX)
Vivitar MC 28 mm f/ 2 (Komine) ,Olympus OM
Vivitar MC 28 mm f/ 2 (Komine) ,Pentax K
Vivitar MC 28 mm f/ 2 (Komine) ,Minolta SR
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Canon EF (FF)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Canon EF (APS-H)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Canon EF-S
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Sony A (FF)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Sony A (APS-C)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Nikon F (FX)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Nikon F (DX)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,4/3 (Four/Thirds)
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Pentax K
Sigma AF 18-50 mm f/ 2.8 EX DC D ,Sigma SA
Tamron AF 19-35 mm f/ 3.5-4.5 ,Canon EF (FF)
Tamron AF 19-35 mm f/ 3.5-4.5 ,Canon EF (APS-H)
Tamron AF 19-35 mm f/ 3.5-4.5 ,Canon EF-S
Tamron AF 19-35 mm f/ 3.5-4.5 ,Sony A (FF)
Tamron AF 19-35 mm f/ 3.5-4.5 ,Sony A (APS-C)
Tamron AF 19-35 mm f/ 3.5-4.5 ,Nikon F (FX)
Tamron AF 19-35 mm f/ 3.5-4.5 ,Nikon F (DX)
Tamron AF 19-35 mm f/ 3.5-4.5 ,Pentax K
Industar-69 28 mm f/ 2.8 ,M39 Leica screw-mount (LSM)
Olympus М. Zuiko Digital ED 45 mm f/ 1.8 ,Micro 4/3
Olympus М. Zuiko Digital ED 12mm F2.0 ,Micro 4/3
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Canon EF (FF)
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Canon EF (APS-H)
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Canon EF-S
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Sony A (FF)
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Sony A (APS-C)
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Nikon F (FX)
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Nikon F (DX)
Quantaray NF AF 70-210 mm f/ 4-5.6 ,Pentax K
Tamron 24 mm f/ 2.5 Adaptall-2 model 01B ,Tamron Adaptall-2
Nikon Nikkor-P 105 mm f/ 2.5 non-Ai (I) ,Nikon F (FX)
Nikon Nikkor-P 105 mm f/ 2.5 non-Ai (I) ,Nikon F (DX)
Nikon AF Nikkor 35-70 mm f/ 3.3-4.5 (I) ,Nikon F (FX)
Nikon AF Nikkor 35-70 mm f/ 3.3-4.5 (I) ,Nikon F (DX)
Kiron 28-105 mm f/ 3.2-4.5 ,C/Y (contax/yashica)
Kiron 28-105 mm f/ 3.2-4.5 ,Canon FD
Kiron 28-105 mm f/ 3.2-4.5 ,Konica AR
Kiron 28-105 mm f/ 3.2-4.5 ,Nikon F (FX)
Kiron 28-105 mm f/ 3.2-4.5 ,Nikon F (DX)
Kiron 28-105 mm f/ 3.2-4.5 ,Olympus OM
Kiron 28-105 mm f/ 3.2-4.5 ,Pentax K
Kiron 28-105 mm f/ 3.2-4.5 ,Minolta SR
Yashica Yashinon DS-M 28 mm f/ 2.8 ,M42
Nikon AF-S Nikkor 18-55 mm f/ 3.5-5.6 G ED DX ,Nikon F (FX)
Nikon AF-S Nikkor 18-55 mm f/ 3.5-5.6 G ED DX ,Nikon F (DX)
Nikon AF-S Nikkor 18-55 mm f/ 3.5-5.6 G ED DX II ,Nikon F (FX)
Nikon AF-S Nikkor 18-55 mm f/ 3.5-5.6 G ED DX II ,Nikon F (DX)
Nikon AF-S Nikkor 18-105 mm f/ 3.5-5.6 G ED VR DX ,Nikon F (FX)
Nikon AF-S Nikkor 18-105 mm f/ 3.5-5.6 G ED VR DX ,Nikon F (DX)
Nikon AF-S Nikkor 18-200 mm f/ 3.5-5.6 G ED VR DX ,Nikon F (FX)
Nikon AF-S Nikkor 18-200 mm f/ 3.5-5.6 G ED VR DX ,Nikon F (DX)
Nikon AF-S Nikkor 18-200 mm f/ 3.5-5.6 G ED VR DX II ,Nikon F (FX)
Nikon AF-S Nikkor 18-200 mm f/ 3.5-5.6 G ED VR DX II ,Nikon F (DX)
Nikon AF-S Nikkor 24-85 mm f/ 3.5-4.5 G IF ED ,Nikon F (FX)
Nikon AF-S Nikkor 24-85 mm f/ 3.5-4.5 G IF ED ,Nikon F (DX)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,C/Y (contax/yashica)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Canon EF (FF)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Canon EF (APS-H)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Canon EF-S
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Canon FD
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Leica R
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,M42
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Sony A (FF)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Sony A (APS-C)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Nikon F (FX)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Nikon F (DX)
MC ARAX 35 mm f/ 2.8 Tilt & Shift ,Pentax K
Vega-M1 35 mm f/ 2.8 ,М24 (narciss)
Helionar-1 85 mm f/ 1.4 MC ,Pentax K
Helios-65 52 mm f/ 2 ,M39
Helios-65 52 mm f/ 2 ,Pentax K
Helios-65 52 mm f/ 2 ,M39 Leica screw-mount (LSM)
Albinar 135 mm f/ 2.8 Super ,Pentax K
Rokinon 80-200 mm f/ 4.5 Macro MC ,Pentax K
Promaster Spectrum 7 28-70 mm f/ 3.5-4.5 ,Pentax K
Jupiter-17 52 mm f/ 2 ,М24 (narciss)
Jupiter-17 52 mm f/ 2 ,M39 Leica screw-mount (LSM)
Era-6 50 mm f/ 1.5 ,M42
Era-6 50 mm f/ 1.5 ,Pentax K
TOZ-500 500 mm f/ 3.5 ,M39
Tair-56 150 mm f/ 2.8 ,M42
Vega-13 100 mm f/ 2.8 ,M42
Vega-13 100 mm f/ 2.8 ,Nikon F (FX)
Vega-13 100 mm f/ 2.8 ,Nikon F (DX)
Vega-13 100 mm f/ 2.8 ,Pentax K
MC Oberon-11 200 mm f/ 2.8 ,Pentax K
Minolta MD 50 mm f/ 1.7 ,Minolta SR
Nikon AF-S Nikkor 80-200 mm f/ 2.8 D IF ED ,Nikon F (FX)
Nikon AF-S Nikkor 80-200 mm f/ 2.8 D IF ED ,Nikon F (DX)
Nikon AF-S Nikkor 70-200 mm f/ 2.8 G IF ED VR ,Nikon F (FX)
Nikon AF-S Nikkor 70-200 mm f/ 2.8 G IF ED VR ,Nikon F (DX)
Nikon AF-S Micro Nikkor 40 mm f/ 2.8 G DX ,Nikon F (FX)
Nikon AF-S Micro Nikkor 40 mm f/ 2.8 G DX ,Nikon F (DX)
Voigtlander Ultron 40 mm f/ 2 SL-II ,Canon EF (FF)
Voigtlander Ultron 40 mm f/ 2 SL-II ,Canon EF (APS-H)
Voigtlander Ultron 40 mm f/ 2 SL-II ,Canon EF-S
Voigtlander Ultron 40 mm f/ 2 SL-II ,Nikon F (FX)
Voigtlander Ultron 40 mm f/ 2 SL-II ,Nikon F (DX)
Voigtlander Nokton 58 mm f/ 1.4 SL II ,Canon EF (FF)
Voigtlander Nokton 58 mm f/ 1.4 SL II ,Canon EF (APS-H)
Voigtlander Nokton 58 mm f/ 1.4 SL II ,Canon EF-S
Voigtlander Nokton 58 mm f/ 1.4 SL II ,Nikon F (FX)
Voigtlander Nokton 58 mm f/ 1.4 SL II ,Nikon F (DX)
Voigtlander Nokton 58 mm f/ 1.4 SL II ,Pentax K
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,Canon EF (FF)
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,Canon EF (APS-H)
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,Canon EF-S
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,Nikon F (FX)
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,Nikon F (DX)
Voigtlander APO-Lanthar 90 mm f/ 3.5 SL ,Pentax K
SMC Pentax FA 77 mm f/ 1.8 Limited ,Pentax K
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Canon EF (FF)
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Canon EF (APS-H)
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Canon EF-S
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Sony A (FF)
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Sony A (APS-C)
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Nikon F (FX)
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Nikon F (DX)
Sigma DG 17-35 mm f/ 2.8-4 EX HSM ,Pentax K
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Canon EF (FF)
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Canon EF (APS-H)
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Canon EF-S
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Sony A (FF)
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Sony A (APS-C)
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Nikon F (FX)
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Nikon F (DX)
Sigma AF 17-35 mm f/ 2.8-4 EX Aspherical ,Pentax K
Nikon Nikkor 28 mm f/ 3.5 non-Ai ,Nikon F (FX)
Nikon Nikkor 28 mm f/ 3.5 non-Ai ,Nikon F (DX)
Admiral G.M.C. 135 mm f/ 2.8 ,C/Y (contax/yashica)
Admiral G.M.C. 135 mm f/ 2.8 ,Canon FL
Admiral G.M.C. 135 mm f/ 2.8 ,Konica AR
Admiral G.M.C. 135 mm f/ 2.8 ,Nikon F (FX)
Admiral G.M.C. 135 mm f/ 2.8 ,Nikon F (DX)
Admiral G.M.C. 135 mm f/ 2.8 ,Olympus OM
Admiral G.M.C. 135 mm f/ 2.8 ,Pentax K
Admiral MC Automatic 28 mm f/ 2.8 ,C/Y (contax/yashica)
Admiral MC Automatic 28 mm f/ 2.8 ,Canon FD
Admiral MC Automatic 28 mm f/ 2.8 ,Konica AR
Admiral MC Automatic 28 mm f/ 2.8 ,Nikon F (FX)
Admiral MC Automatic 28 mm f/ 2.8 ,Nikon F (DX)
Admiral MC Automatic 28 mm f/ 2.8 ,Olympus OM
Admiral MC Automatic 28 mm f/ 2.8 ,Pentax K
Admiral MC Automatic 28 mm f/ 2.8 ,Minolta SR
P.C Fujitar 150 mm f/ 4 ,Other mount
Meyer-Optik Görlitz Telemegor 400 mm f/ 5.5 ,M42
Meyer-Optik Görlitz Telemegor 400 mm f/ 5.5 ,Exakta
Tamron SP 90 mm f/ 2.5 Adaptall-2 model 52B ,Tamron Adaptall-2
Miranda EC 35 mm f/ 2.8 ,Miranda
Miranda EC 50 mm f/ 1.8 ,Miranda
RE Topcor 55 mm f/ 1.7 ,Topcon
Tamron SP 17 mm f/ 3.5 Adaptall-2 model 51B ,Tamron Adaptall-2
Tamron SP 24-48 mm f/ 3.5-3.8 Adaptall-2 model 13A ,Tamron Adaptall-2
Tamron SP 80-200 mm f/ 2.8 LD Adaptall-2 model 30A ,Tamron Adaptall-2
Tamron SP 180 mm f/ 2.5 LD IF Adaptall-2 model 63B ,Tamron Adaptall-2
Tamron SP 300 mm f/ 2.8 LD Adaptall-2 model 107B ,Tamron Adaptall-2
Tamron SP 300 mm f/ 2.8 LD IF Adaptall-2 model 60B ,Tamron Adaptall-2
Tamron SP 300 mm f/ 2.8 LD IF Adaptall-2 model 360B ,Tamron Adaptall-2
Tamron SP 400 mm F/ 4.0 LD-IF Adaptall-2 Model 65B ,Tamron Adaptall-2
Tamron SP 350 mm f/ 5.6 Adaptall-2 model 06B ,Tamron Adaptall-2
Tamron SP 500 mm f/ 8 Adaptall-2 model 55B ,Tamron Adaptall-2
Tamron SP 500 mm f/ 8 Adaptall-2 model 55BB ,Tamron Adaptall-2
Konica Zoom-Hexanon AR 35-70 mm f/ 3.5-4.5 ,Konica AR
RMC Tokina 35-105 mm f/ 3.5-4.3 ,C/Y (contax/yashica)
RMC Tokina 35-105 mm f/ 3.5-4.3 ,Canon FD
RMC Tokina 35-105 mm f/ 3.5-4.3 ,Konica AR
RMC Tokina 35-105 mm f/ 3.5-4.3 ,M42
RMC Tokina 35-105 mm f/ 3.5-4.3 ,Nikon F (FX)
RMC Tokina 35-105 mm f/ 3.5-4.3 ,Nikon F (DX)
RMC Tokina 35-105 mm f/ 3.5-4.3 ,Olympus OM
RMC Tokina 35-105 mm f/ 3.5-4.3 ,Minolta SR
Soligor C/D 35-200 mm f/ 3.8-5.3 ,C/Y (contax/yashica)
Soligor C/D 35-200 mm f/ 3.8-5.3 ,Canon FD
Soligor C/D 35-200 mm f/ 3.8-5.3 ,Konica AR
Soligor C/D 35-200 mm f/ 3.8-5.3 ,Nikon F (FX)
Soligor C/D 35-200 mm f/ 3.8-5.3 ,Nikon F (DX)
Soligor C/D 35-200 mm f/ 3.8-5.3 ,Olympus OM
Soligor C/D 35-200 mm f/ 3.8-5.3 ,Minolta SR
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,C/Y (contax/yashica)
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Canon FD
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Konica AR
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Nikon F (FX)
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Nikon F (DX)
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Olympus OM
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Pentax K
Vivitar 28-200 mm f/ 3.5-5.3 (Kobori) ,Minolta SR
Vivitar 24 mm f/ 2.8 T4-TX mount Tokina ,Other mount
Vivitar 200 mm f/ 3.5 (Kino) ,C/Y (contax/yashica)
Vivitar 200 mm f/ 3.5 (Kino) ,Canon FD
Vivitar 200 mm f/ 3.5 (Kino) ,Konica AR
Vivitar 200 mm f/ 3.5 (Kino) ,Nikon F (FX)
Vivitar 200 mm f/ 3.5 (Kino) ,Nikon F (DX)
Vivitar 200 mm f/ 3.5 (Kino) ,Olympus OM
Vivitar 200 mm f/ 3.5 (Kino) ,Pentax K
Vivitar 200 mm f/ 3.5 (Kino) ,Minolta SR
Vivitar 200 mm f/ 3.5 (Kino) ,Other mount
Vivitar Series 1 28 mm f/ 1.9 ,C/Y (contax/yashica)
Vivitar Series 1 28 mm f/ 1.9 ,Canon FD
Vivitar Series 1 28 mm f/ 1.9 ,Konica AR
Vivitar Series 1 28 mm f/ 1.9 ,M42
Vivitar Series 1 28 mm f/ 1.9 ,Nikon F (FX)
Vivitar Series 1 28 mm f/ 1.9 ,Nikon F (DX)
Vivitar Series 1 28 mm f/ 1.9 ,Olympus OM
Vivitar Series 1 28 mm f/ 1.9 ,Pentax K
Vivitar Series 1 28 mm f/ 1.9 ,Minolta SR
Tamron SP 200-500 mm f/ 5.6 Adaptall-2 model 31A ,Tamron Adaptall-2
Tamron 200-500 mm f/ 6.9 Adaptall-2 model 06A ,Tamron Adaptall-2
Tamron 70-350 mm f/ 4.5 Adaptall-2 model 05A ,Tamron Adaptall-2
Tamron 70-210 mm f/ 3.8-4 Adaptall-2 model 46A ,Tamron Adaptall-2
Tamron SP 300 mm f/ 5.6 Adaptall-2 model 54B ,Tamron Adaptall-2
Tamron SP 70-150 mm f/ 2.8 Soft Adaptall-2 model 51A ,Tamron Adaptall-2
Tamron SP 60-300 mm f/ 3.8-5.4 Adaptall-2 model 23A ,Tamron Adaptall-2
Focal MC Auto 135 mm f/ 2.8 ,M42
Tamron 75-250 mm f/ 3.8-4.5 Adaptall-2 model 04A ,Tamron Adaptall-2
Tamron 70-150 mm f/ 3.5 Adaptall-2 model 20A ,Tamron Adaptall-2
Tamron 70-150 mm f/ 3.5 Adaptall-2 model 02A ,Tamron Adaptall-2
Minolta MC W.Rokkor-HG 35 mm f/ 2.8 ,Minolta SR
Minolta MD W.Rokkor 28 mm f/ 3.5 ,Minolta SR
Tamron 35-70 mm f/ 3.5-4.5 Adaptall-2 model 09A ,Tamron Adaptall-2
Tamron 35-135 mm f/ 3.5-4.5 Adaptall-2 model 40A ,Tamron Adaptall-2
Tamron 28-70 mm f/ 3.5-4.5 Adaptall-2 model 44A ,Tamron Adaptall-2
Tamron SP 28-135 mm f/ 4-4.5 Adaptall-2 model 28A ,Tamron Adaptall-2
Tamron SP 35-210 mm f/ 3.5-4.2 Adaptall-2 model 26A ,Tamron Adaptall-2
Tamron 135 mm f/ 2.5 Adaptall-2 model 03B ,Tamron Adaptall-2
Tamron 200 mm f/ 3.5 Adaptall-2 model 04B ,Tamron Adaptall-2
Tamron 70-210 mm f/ 4-5.6 Adaptall-2 model 58A ,Tamron Adaptall-2
Tamron 28-200 mm f/ 3.8-5.6 LD Aspherical IF Adaptall-2 model 171A ,Tamron Adaptall-2
Tamron SP 28-105 mm f/ 2.8 LD Aspherical IF Adaptall-2 model 176A ,Tamron Adaptall-2
Tamron SP 35-105 mm f/ 2.8 Aspherical Adaptall-2 model 65A ,Tamron Adaptall-2
Tamron SP 90 mm f/ 2.8 Adaptall-2 model 72B ,Tamron Adaptall-2
SIGMA AF 50-500 mm f/ 4-6.3 APO HSM EX DG RF ,Canon EF (FF)
SIGMA AF 50-500 mm f/ 4-6.3 APO HSM EX DG RF ,Canon EF (APS-H)
SIGMA AF 50-500 mm f/ 4-6.3 APO HSM EX DG RF ,Canon EF-S
Sun Hi-Tele Zoom 85-210 mm f/ 4.8 T-mount ,Other mount
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,C/Y (contax/yashica)
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Canon FD
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Konica AR
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Nikon F (FX)
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Nikon F (DX)
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Olympus OM
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Pentax K
Super Cosina MC 80-200 mm f/ 4.5-5.6 Macro ,Minolta SR
Hanimex HMC 135mm f/2.8 ,M42
Nikon Nikkor-N.C 24 mm f/ 2.8 non-Ai ,Nikon F (FX)
Nikon Nikkor-N.C 24 mm f/ 2.8 non-Ai ,Nikon F (DX)
Cosina MC Macro 35-70 mm f/ 3.5-4.5 ,Pentax K
Olympus Zuiko Digital 25 mm f/ 2.8 Pancake ,4/3 (Four/Thirds)
Vivitar Series 1 200 mm f/ 3.0 ,C/Y (contax/yashica)
Vivitar Series 1 200 mm f/ 3.0 ,Canon FD
Vivitar Series 1 200 mm f/ 3.0 ,Canon FL
Vivitar Series 1 200 mm f/ 3.0 ,Konica AR
Vivitar Series 1 200 mm f/ 3.0 ,M42
Vivitar Series 1 200 mm f/ 3.0 ,Nikon F (FX)
Vivitar Series 1 200 mm f/ 3.0 ,Nikon F (DX)
Vivitar Series 1 200 mm f/ 3.0 ,Olympus OM
Vivitar Series 1 200 mm f/ 3.0 ,Pentax K
Vivitar Series 1 200 mm f/ 3.0 ,Minolta SR
Nikon Nikkor-O 21 mm f/ 4 ,Nikon F (FX)
Nikon Nikkor-O 21 mm f/ 4 ,Nikon F (DX)
Nikon Nikkor-UD 20 mm f/ 3.5 non-Ai ,Nikon F (FX)
Nikon Nikkor-UD 20 mm f/ 3.5 non-Ai ,Nikon F (DX)
